year,ncessch,school_id,school_name,leaid,lea_name,state_leaid,seasch,street_mailing,city_mailing,state_mailing,zip_mailing,street_location,city_location,state_location,zip_location,phone,fips,latitude,longitude,csa,cbsa,urban_centric_locale,county_code,school_level,school_type,school_status,lowest_grade_offered,highest_grade_offered,bureau_indian_education,title_i_status,title_i_eligible,title_i_schoolwide,charter,magnet,shared_time,virtual,teachers_fte,free_lunch,reduced_price_lunch,free_or_reduced_price_lunch,elem_cedp,high_cedp,middle_cedp,ungrade_cedp,enrollment,state_leg_district_lower,state_leg_district_upper,ncessch_num,congress_district_id,direct_certification,lunch_program,frl_rate,student_teacher_ratio
2022,370048002662,3702662,Walter R Johnson Middle,3700480,Burke County Schools,NC-120,120-390,701 Lenoir Road,Morganton,NC,28655,701 Lenoir Road,Morganton,NC,28655,(828)430-7340,37,35.7805,-81.692,-2,25860,41,37023,2,1,1,6.0,8.0,,,,,0,,0.0,0.0,32.0,382.0,37.0,419.0,0,0,1,0,465.0,37086,37046,370048002662,3711,,1.0,0.9010752688172043,14.53125
2022,370048002705,3702705,Drexel Elementary,3700480,Burke County Schools,NC-120,120-312,100 Alta Vista Street,Morganton,NC,28655,100 Alta Vista Street,Morganton,NC,28655,(828)437-3160,37,35.7495,-81.6087,-2,25860,22,37023,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,30.0,311.0,28.0,339.0,1,0,0,0,438.0,37086,37046,370048002705,3711,,1.0,0.773972602739726,14.6
2022,370048002832,3702832,Robert L. Patton High School,3700480,Burke County Schools,NC-120,120-370,701 Enola Road,Morganton,NC,28655,701 Enola Road,Morganton,NC,28655,(828)433-3000,37,35.7029,-81.67,-2,25860,41,37023,3,1,1,9.0,12.0,,,,,0,,0.0,0.0,39.0,369.0,43.0,412.0,0,1,0,0,752.0,37086,37046,370048002832,3711,,1.0,0.5478723404255319,19.28205128205128
2022,370048002836,3702836,Jimmy C Draughn High School,3700480,Burke County Schools,NC-120,120-346,709 Lovelady Road NE,Valdese,NC,28690,709 Lovelady Road NE,Valdese,NC,28690,(828)879-4200,37,35.766685,-81.543673,-2,25860,41,37023,3,1,1,9.0,12.0,,,,,0,,0.0,0.0,36.0,325.0,24.0,349.0,0,1,0,0,682.0,37086,37046,370048002836,3711,,1.0,0.5117302052785924,18.944444444444443
2022,370048002908,3702908,Burke Middle College,3700480,Burke County Schools,NC-120,120-310,1001 Burkemont Ave,Morganton,NC,28655,1001 Burkemont Ave,Morganton,NC,28655,(828)448-3175,37,35.723454,-81.68837,-2,25860,13,37023,3,1,1,11.0,12.0,,,,,0,,0.0,0.0,3.0,36.0,4.0,40.0,0,1,0,0,119.0,37086,37046,370048002908,3711,,1.0,0.33613445378151263,39.666666666666664
2022,370048003480,3703480,Mountain View Elementary,3700480,Burke County Schools,NC-120,120-354,805 Bouchelle St,Morganton,NC,28655,805 Bouchelle St,Morganton,NC,28655,(828)437-1584,37,35.753526,-81.701618,-2,25860,13,37023,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,43.0,543.0,35.0,578.0,1,0,0,0,677.0,37086,37046,370048003480,3711,,1.0,0.8537666174298375,15.744186046511627
2022,370048003602,3703602,Burke Virtual Academy,3700480,Burke County Schools,NC-120,120-300,Glen Alpine Elementary 302 London Street,Morganton,NC,28655,Glen Alpine Elementary 302 London Street,Morganton,NC,28655,(828)584-0661,37,35.723454,-81.68837,-2,25860,13,37023,4,1,8,0.0,12.0,,,,,0,,0.0,1.0,7.0,69.0,0.0,69.0,1,1,1,0,119.0,37086,37046,370048003602,3711,,1.0,0.5798319327731093,17.0
2022,370048103618,3703618,Aspire Trade High,3700481,Aspire Trade High School,NC-62N,62N-000,11414 Beatties Ford Rd,Huntersville,NC,28078,11414 Beatties Ford Rd,Huntersville,NC,28078,(704)278-8009,37,35.376327,-80.907777,172,16740,21,37119,-1,3,7,,,,,,,1,,,,,,,,0,1,0,1,,37107,37041,370048103618,3712,,,,
2022,370048203619,3703619,The Math and Science Academy of Apex,3700482,The Math and Science Academy of Apex,NC-93Y,93Y-000,3501 Dropseed Dr.,Apex,NC,27502,3501 Dropseed Dr.,Apex,NC,27502,(919)335-0262,37,35.739448,-78.944178,450,39580,41,37183,1,1,3,0.0,5.0,,,,,1,,0.0,0.0,19.0,,,,1,0,0,0,613.0,37037,37017,370048203619,3702,,0.0,,32.26315789473684
2022,370048303628,3703628,Oak Hill Charter School,3700483,Oak Hill Charter School,NC-14B,14B-000,4603 Oak Hill School Rd.,Lenoir,NC,28645,4603 Oak Hill School Rd.,Lenoir,NC,28645,(828)759-1383,37,35.90208,-81.417249,-2,25860,41,37027,1,1,3,0.0,7.0,,,,,1,,0.0,0.0,12.0,,,,1,0,1,0,188.0,37087,37046,370048303628,3711,,0.0,,15.666666666666666
2022,370048403629,3703629,Wake Preparatory Academy,3700484,Wake Preparatory Academy,NC-35C,35C-000,14111 Capital Blvd,Wake Forest,NC,27587,14111 Capital Blvd,Wake Forest,NC,27587,(984)245-0050,37,36.020612,-78.516103,450,39580,41,37069,4,1,3,0.0,12.0,,,,,1,,0.0,0.0,1.0,,,,1,1,1,0,1961.0,37007,37018,370048403629,3702,,0.0,,1961.0
2022,370048503630,3703630,Movement School Southwest,3700485,Movement School Southwest,NC-62P,62P-000,150 Osprey Point Dr.,Charlotte,NC,28217,150 Osprey Point Dr.,Charlotte,NC,28217,(704)420-7980,37,35.154812,-80.894133,172,16740,11,37119,1,1,3,0.0,1.0,,,,,1,,0.0,0.0,16.0,84.0,0.0,84.0,1,0,0,0,129.0,37092,37037,370048503630,3712,,1.0,0.6511627906976745,8.0625
2022,370048603631,3703631,Revitalize Charter School,3700486,Revitalize Charter School,NC-94J,94J-000,2235 Garner Road,Raleigh,NC,27610,2235 Garner Road,Raleigh,NC,27610,(347)968-0828,37,35.749548,-78.630426,450,39580,11,37183,-1,1,2,,,,,,,1,,,,,,,,0,1,0,1,,37033,37015,370048603631,3704,,,,
2022,370048703638,3703638,Aggie Academy,3700487,Aggie Academy,NC-41Z,41Z-000,2207-B E. Cone Blvd,Greensboro,NC,27405,2207-B E. Cone Blvd,Greensboro,NC,27405,(336)398-5370,37,36.11405,-79.746561,268,24660,11,37081,1,1,3,3.0,5.0,,,,,0,,0.0,0.0,10.0,34.0,0.0,34.0,1,0,0,0,70.0,37057,37028,370048703638,3706,,1.0,0.4857142857142857,7.0
2022,370048803639,3703639,Carolina Community Academy,3700488,Carolina Community Academy,NC-73Z,73Z-000,260 Henderson Rd,Roxboro,NC,27573,260 Henderson Rd,Roxboro,NC,27573,(919)962-9378,37,36.406993,-78.96623,450,20500,32,37145,1,1,3,0.0,0.0,,,,,0,,0.0,0.0,3.0,25.0,0.0,25.0,1,0,0,0,28.0,37002,37022,370048803639,3706,,1.0,0.8928571428571429,9.333333333333334
2022,370048903640,3703640,Appalachian State Univ Academy at Elkin,3700489,Appalachian State Univ Academy at Elkin,NC-86Z,86Z-000,195 Old Virginia Rd,Elkin,NC,28621,195 Old Virginia Rd,Elkin,NC,28621,(336)701-1905,37,36.245248,-80.854314,268,34340,32,37171,1,1,3,2.0,4.0,,,,,0,,0.0,0.0,5.0,55.0,0.0,55.0,1,0,0,0,90.0,37090,37045,370048903640,3705,,1.0,0.6111111111111112,18.0
2022,370053000208,3700208,A T Allen Elementary,3700530,Cabarrus County Schools,NC-130,130-304,3939 Abilene Rd,Concord,NC,28025,3939 Abilene Rd,Concord,NC,28025,(704)260-6050,37,35.362379,-80.512966,172,16740,41,37025,1,1,1,0.0,5.0,,,,,0,,0.0,0.0,47.0,409.0,29.0,438.0,1,0,0,0,632.0,37083,37036,370053000208,3708,,1.0,0.6930379746835443,13.446808510638299
2022,370053000209,3700209,Bethel Elementary,3700530,Cabarrus County Schools,NC-130,130-308,2425 Midland Road,Midland,NC,28107,2425 Midland Road,Midland,NC,28107,(704)260-6070,37,35.2416,-80.5338,172,16740,41,37025,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,39.0,271.0,24.0,295.0,1,0,0,0,609.0,37067,37036,370053000209,3708,,1.0,0.48440065681444994,15.615384615384615
2022,370053000210,3700210,Central Cabarrus High,3700530,Cabarrus County Schools,NC-130,130-310,505 Hwy 49 S,Concord,NC,28025,505 Hwy 49 S,Concord,NC,28025,(704)260-6570,37,35.3627,-80.5839,172,16740,12,37025,3,1,1,9.0,12.0,,,,,0,,0.0,3.0,77.0,651.0,68.0,719.0,0,1,0,0,1305.0,37083,37036,370053000210,3708,,1.0,0.5509578544061303,16.948051948051948
2022,370053000211,3700211,Harrisburg Elementary,3700530,Cabarrus County Schools,NC-130,130-312,3900 Stallings Road,Harrisburg,NC,28075,3900 Stallings Road,Harrisburg,NC,28075,(704)260-6190,37,35.3187,-80.6407,172,16740,22,37025,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,50.0,191.0,13.0,204.0,1,0,0,0,774.0,37067,37036,370053000211,3708,,1.0,0.26356589147286824,15.48
2022,370053000214,3700214,Mount Pleasant Elementary,3700530,Cabarrus County Schools,NC-130,130-322,8555 North Drive,Mt Pleasant,NC,28124,8555 North Drive,Mount Pleasant,NC,28124,(704)260-6210,37,35.4173,-80.4317,172,16740,41,37025,1,1,1,0.0,5.0,,,,,0,,0.0,0.0,44.0,261.0,14.0,275.0,1,0,0,0,650.0,37067,37036,370053000214,3708,,1.0,0.4230769230769231,14.772727272727273
2022,370053000215,3700215,Mount Pleasant High,3700530,Cabarrus County Schools,NC-130,130-324,700 Walker Road,Mount Pleasant,NC,28124,700 Walker Road,Mount Pleasant,NC,28124,(704)260-6690,37,35.4076,-80.4821,172,16740,41,37025,3,1,1,9.0,12.0,,,,,0,,0.0,3.0,54.0,325.0,21.0,346.0,0,1,0,0,902.0,37067,37036,370053000215,3708,,1.0,0.3835920177383592,16.703703703703702
2022,370053000216,3700216,Northwest Cabarrus High,3700530,Cabarrus County Schools,NC-130,130-326,5130 NW Cabarrus Drive,Concord,NC,28027,5130 NW Cabarrus Drive,Concord,NC,28027,(704)260-6720,37,35.4506,-80.6622,172,16740,22,37025,3,1,1,9.0,12.0,,,,,0,,0.0,3.0,70.0,346.0,55.0,401.0,0,1,0,0,1138.0,37082,37036,370053000216,3708,,1.0,0.3523725834797891,16.257142857142856
2022,370053000217,3700217,Royal Oaks Elementary,3700530,Cabarrus County Schools,NC-130,130-328,608 Dakota Street,Kannapolis,NC,28083,608 Dakota Street,Kannapolis,NC,28083,(704)260-6310,37,35.4664,-80.613,172,16740,22,37025,1,1,1,0.0,8.0,,,,,0,,0.0,0.0,45.0,587.0,0.0,587.0,1,0,1,0,592.0,37083,37036,370053000217,3708,,1.0,0.9915540540540541,13.155555555555555
2022,370053000218,3700218,W R Odell Primary,3700530,Cabarrus County Schools,NC-130,130-336,1 Dragon Pride Dr,Concord,NC,28027,1 Dragon Pride Dr,Concord,NC,28027,(704)260-6760,37,35.428157,-80.738979,172,16740,21,37025,1,1,1,0.0,2.0,,,,,0,,0.0,0.0,58.0,106.0,11.0,117.0,1,0,0,0,812.0,37082,37036,370053000218,3708,,1.0,0.1440886699507389,14.0
2022,370053000219,3700219,Winecoff Elementary,3700530,Cabarrus County Schools,NC-130,130-340,375 Winecoff Sch Road,Concord,NC,28027,375 Winecoff Sch Road,Concord,NC,28027,(704)260-6370,37,35.447,-80.6185,172,16740,12,37025,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,51.0,528.0,42.0,570.0,1,0,0,0,774.0,37082,37036,370053000219,3708,,1.0,0.7364341085271318,15.176470588235293
2022,370053000220,3700220,Wolf Meadow Elementary,3700530,Cabarrus County Schools,NC-130,130-344,150 Wolf Meadow Drive SW,Concord,NC,28027,150 Wolf Meadow Drive SW,Concord,NC,28027,(704)260-6390,37,35.3762,-80.6267,172,16740,12,37025,1,1,1,0.0,5.0,,,,,0,,0.0,0.0,38.0,491.0,0.0,491.0,1,0,0,0,494.0,37083,37036,370053000220,3708,,1.0,0.9939271255060729,13.0
2022,370053000375,3700375,Beverly Hills Elementary,3700530,Cabarrus County Schools,NC-130,130-309,87 Palaside Drive NE,Concord,NC,28025,87 Palaside Drive NE,Concord,NC,28025,(704)260-6090,37,35.4319,-80.5967,172,16740,12,37025,1,1,1,0.0,5.0,,,,,0,,0.0,0.0,21.0,181.0,11.0,192.0,1,0,0,0,285.0,37083,37036,370053000375,3708,,1.0,0.6736842105263158,13.571428571428571
2022,370053000376,3700376,Coltrane-Webb Elementary,3700530,Cabarrus County Schools,NC-130,130-311,61 Spring St NW,Concord,NC,28025,61 Spring St NW,Concord,NC,28025,(704)260-6150,37,35.4113,-80.5856,172,16740,12,37025,1,1,1,0.0,5.0,,,,,0,,0.0,0.0,30.0,185.0,16.0,201.0,1,0,0,0,377.0,37083,37036,370053000376,3708,,1.0,0.53315649867374,12.566666666666666
2022,370053000377,3700377,Concord Middle,3700530,Cabarrus County Schools,NC-130,130-313,1500 Gold Rush Drive,Concord,NC,28025,1500 Gold Rush Drive,Concord,NC,28025,(704)260-6430,37,35.4222,-80.5525,172,16740,41,37025,2,1,1,6.0,8.0,,,,,0,,0.0,3.0,47.0,710.0,0.0,710.0,0,0,1,0,713.0,37083,37036,370053000377,3708,,1.0,0.9957924263674615,15.170212765957446
2022,370053000378,3700378,Concord High,3700530,Cabarrus County Schools,NC-130,130-314,481 Burrage Road NE,Concord,NC,28025,481 Burrage Road NE,Concord,NC,28025,(704)260-6000,37,35.4334,-80.5824,172,16740,12,37025,3,1,1,9.0,12.0,,,,,0,,0.0,3.0,69.0,606.0,42.0,648.0,0,1,0,0,984.0,37083,37036,370053000378,3708,,1.0,0.6585365853658537,14.26086956521739
2022,370053000379,3700379,R Brown  McAllister Elementary,3700530,Cabarrus County Schools,NC-130,130-330,541 Sunnyside Drive SE,Concord,NC,28025,541 Sunnyside Drive SE,Concord,NC,28025,(704)260-6270,37,35.3976,-80.5665,172,16740,12,37025,1,1,1,0.0,5.0,,,,,0,,0.0,0.0,24.0,120.0,10.0,130.0,1,0,0,0,375.0,37083,37036,370053000379,3708,,1.0,0.3466666666666667,15.625
2022,370053001818,3701818,Weddington Hills Elementary,3700530,Cabarrus County Schools,NC-130,130-338,4401 Weddington Road,Concord,NC,28025,4401 Weddington Road,Concord,NC,28025,(704)260-6350,37,35.3951,-80.6485,172,16740,12,37025,1,1,1,0.0,5.0,,,,,0,,0.0,0.0,67.0,500.0,48.0,548.0,1,0,0,0,937.0,37082,37036,370053001818,3708,,1.0,0.5848452508004269,13.985074626865671
2022,370053002064,3702064,Northwest Cabarrus Middle,3700530,Cabarrus County Schools,NC-130,130-327,5140 NW Cabarrus Drive,Concord,NC,28027,5140 NW Cabarrus Drive,Concord,NC,28027,(704)260-6550,37,35.4531,-80.665,172,16740,22,37025,2,1,1,6.0,8.0,,,,,0,,0.0,3.0,48.0,409.0,49.0,458.0,0,0,1,0,801.0,37082,37036,370053002064,3708,,1.0,0.5717852684144819,16.6875
2022,370053002075,3702075,Cabarrus Co Opportunity School,3700530,Cabarrus County Schools,NC-130,130-317,120 Marsh Avenue NW,Concord,NC,28025,120 Marsh Avenue NW,Concord,NC,28025,(704)260-5800,37,35.4122,-80.5893,172,16740,12,37025,3,4,1,6.0,12.0,,,,,0,,0.0,3.0,9.0,44.0,0.0,44.0,0,1,1,0,47.0,37083,37036,370053002075,3708,,1.0,0.9361702127659575,5.222222222222222
2022,370053002076,3702076,Rocky River Elementary,3700530,Cabarrus County Schools,NC-130,130-329,5454 Rocky River Road,Concord,NC,28025,5454 Rocky River Road,Concord,NC,28025,(704)260-6290,37,35.3423,-80.598,172,16740,41,37025,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,52.0,495.0,43.0,538.0,1,0,0,0,741.0,37083,37036,370053002076,3708,,1.0,0.7260458839406208,14.25
2022,370053002154,3702154,Mount Pleasant Middle,3700530,Cabarrus County Schools,NC-130,130-323,466 Walker Road,Mount Pleasant,NC,28124,466 Walker Road,Mount Pleasant,NC,28124,(704)260-6530,37,35.41086,-80.481041,172,16740,41,37025,2,1,1,6.0,8.0,,,,,0,,0.0,3.0,43.0,291.0,24.0,315.0,0,0,1,0,688.0,37067,37036,370053002154,3708,,1.0,0.4578488372093023,16.0
2022,370053002260,3702260,J N Fries Magnet School,3700530,Cabarrus County Schools,NC-130,130-315,133 Stonecrest Circle SW,Concord,NC,28027,133 Stonecrest Circle SW,Concord,NC,28027,(704)260-6510,37,35.3663,-80.5936,172,16740,12,37025,2,1,1,6.0,8.0,,,,,0,,0.0,3.0,47.0,314.0,27.0,341.0,0,0,1,0,829.0,37083,37036,370053002260,3708,,1.0,0.41133896260554886,17.638297872340427
2022,370053002434,3702434,W M Irvin Elementary,3700530,Cabarrus County Schools,NC-130,130-342,1400 Gold Rush Drive,Concord,NC,28025,1400 Gold Rush Drive,Concord,NC,28025,(704)260-6330,37,35.4181,-80.5533,172,16740,41,37025,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,51.0,693.0,0.0,693.0,1,0,0,0,696.0,37083,37036,370053002434,3708,,1.0,0.9956896551724138,13.647058823529411
2022,370053002570,3702570,Jay M Robinson High,3700530,Cabarrus County Schools,NC-130,130-316,300 Pitts School Road SW,Concord,NC,28027,300 Pitts School Road SW,Concord,NC,28027,(704)260-6660,37,35.363,-80.6614,172,16740,12,37025,3,1,1,9.0,12.0,,,,,0,,0.0,3.0,55.0,500.0,36.0,536.0,0,1,0,0,1080.0,37082,37036,370053002570,3708,,1.0,0.4962962962962963,19.636363636363637
2022,370053002623,3702623,C C Griffin Middle,3700530,Cabarrus County Schools,NC-130,130-318,7650 Griffin's Gate Drive,Concord,NC,28025,7650 Griffin's Gate Drive,Concord,NC,28025,(704)260-6410,37,35.3088,-80.5876,172,16740,41,37025,2,1,1,6.0,8.0,,,,,0,,0.0,3.0,61.0,494.0,46.0,540.0,0,0,1,0,959.0,37083,37036,370053002623,3708,,1.0,0.5630865484880083,15.721311475409836
2022,370053002624,3702624,Cox Mill Elementary,3700530,Cabarrus County Schools,NC-130,130-319,1450 Cox Mill Road,Concord,NC,28027,1450 Cox Mill Road,Concord,NC,28027,(704)260-6170,37,35.3935,-80.7324,172,16740,41,37025,1,1,1,0.0,5.0,,,,,0,,0.0,0.0,74.0,102.0,7.0,109.0,1,0,0,0,1079.0,37082,37036,370053002624,3708,,1.0,0.1010194624652456,14.58108108108108
2022,370053002625,3702625,Harris Road Middle,3700530,Cabarrus County Schools,NC-130,130-320,1251 Patriot Blvd,Concord,NC,28027,1251 Patriot Blvd,Concord,NC,28027,(704)260-6470,37,35.429602,-80.741912,172,16740,21,37025,2,1,1,6.0,8.0,,,,,0,,0.0,3.0,67.0,163.0,28.0,191.0,0,0,1,0,1235.0,37082,37036,370053002625,3708,,1.0,0.15465587044534412,18.432835820895523
2022,370053002750,3702750,Pitts School Road Elementary,3700530,Cabarrus County Schools,NC-130,130-331,720 Pitts School Road SW,Concord,NC,28027,720 Pitts School Road SW,Concord,NC,28027,(704)260-6250,37,35.3434,-80.6465,172,16740,12,37025,1,1,1,0.0,5.0,,,,,0,,0.0,0.0,51.0,366.0,39.0,405.0,1,0,0,0,844.0,37082,37036,370053002750,3708,,1.0,0.47985781990521326,16.54901960784314
2022,370053002820,3702820,Charles E Boger Elementary,3700530,Cabarrus County Schools,NC-130,130-325,5150 Dove Field Lane,Kannapolis,NC,28081,5150 Dove Field Lane,Kannapolis,NC,28081,(704)260-6130,37,35.4552,-80.6621,172,16740,41,37025,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,44.0,360.0,38.0,398.0,1,0,0,0,870.0,37082,37036,370053002820,3708,,1.0,0.4574712643678161,19.772727272727273
2022,370053002833,3702833,Hickory Ridge High,3700530,Cabarrus County Schools,NC-130,130-332,7321 Raging Ridge Road,Harrisburg,NC,28075,7321 Raging Ridge Road,Harrisburg,NC,28075,(704)260-6630,37,35.3078,-80.6349,172,16740,22,37025,3,1,1,9.0,12.0,,,,,0,,0.0,3.0,82.0,295.0,31.0,326.0,0,1,0,0,1720.0,37067,37036,370053002833,3708,,1.0,0.18953488372093022,20.975609756097562
2022,370053002839,3702839,Carl A Furr Elementary,3700530,Cabarrus County Schools,NC-130,130-321,2725 Clover Road,Concord,NC,28027,2725 Clover Road,Concord,NC,28027,(704)260-6110,37,35.3769,-80.6856,172,16740,12,37025,1,1,1,0.0,5.0,,,,,0,,0.0,0.0,58.0,455.0,26.0,481.0,1,0,0,0,822.0,37082,37036,370053002839,3708,,1.0,0.5851581508515815,14.172413793103448
2022,370053002975,3702975,Performance Learning Center,3700530,Cabarrus County Schools,NC-130,130-333,4521 Weddington Road,Concord,NC,28027,4521 Weddington Road,Concord,NC,28027,(704)260-6800,37,35.38956,-80.651705,172,16740,12,37025,3,4,1,6.0,12.0,,,,,0,,0.0,3.0,6.0,55.0,1.0,56.0,0,1,1,0,95.0,37082,37036,370053002975,3708,,1.0,0.5894736842105263,15.833333333333334
2022,370053003083,3703083,Cox Mill High School,3700530,Cabarrus County Schools,NC-130,130-307,1355 Cox Mill Rd,Concord,NC,28027,1355 Cox Mill Rd,Concord,NC,28027,(704)260-6600,37,35.395,-80.7289,172,16740,41,37025,3,1,1,9.0,12.0,,,,,0,,0.0,3.0,80.0,216.0,28.0,244.0,0,1,0,0,1762.0,37082,37036,370053003083,3708,,1.0,0.13847900113507378,22.025
2022,370053003159,3703159,Cabarrus-Kannapolis Early Coll,3700530,Cabarrus County Schools,NC-130,130-350,1531 Trinity Church Rd,Concord,NC,28027,1531 Trinity Church Rd,Concord,NC,28027,(704)260-6780,37,35.4376,-80.6597,172,16740,41,37025,3,1,1,9.0,13.0,,,,,0,,0.0,3.0,10.0,63.0,7.0,70.0,0,0,0,1,239.0,37082,37036,370053003159,3708,,1.0,0.2928870292887029,23.9
2022,370053003170,3703170,Hickory Ridge Middle,3700530,Cabarrus County Schools,NC-130,130-346,7336 Raging Ridge Rd,Harrisburg,NC,28075,7336 Raging Ridge Rd,Harrisburg,NC,28075,(704)260-6490,37,35.309005,-80.642095,172,16740,22,37025,2,1,1,6.0,8.0,,,,,0,,0.0,3.0,53.0,148.0,7.0,155.0,0,0,1,0,935.0,37067,37036,370053003170,3708,,1.0,0.1657754010695187,17.641509433962263
2022,370053003174,3703174,Patriots Elementary,3700530,Cabarrus County Schools,NC-130,130-345,1510 Holden Rd SW,Concord,NC,28025,1510 Holden Rd SW,Concord,NC,28025,(704)260-6230,37,35.309739,-80.584333,172,16740,41,37025,1,1,1,0.0,5.0,,,,,0,,0.0,0.0,60.0,306.0,29.0,335.0,1,0,0,0,901.0,37083,37036,370053003174,3708,,1.0,0.37180910099889014,15.016666666666667
2022,370053003188,3703188,Harold E. Winkler Middle,3700530,Cabarrus County Schools,NC-130,130-355,4501 Weddington Rd NW,Concord,NC,28027,4501 Weddington Rd NW,Concord,NC,28027,(704)260-6450,37,35.3915,-80.649,172,16740,12,37025,2,1,1,6.0,8.0,,,,,0,,0.0,3.0,54.0,330.0,39.0,369.0,0,0,1,0,856.0,37082,37036,370053003188,3708,,1.0,0.4310747663551402,15.851851851851851
2022,370053003384,3703384,W R Odell Elementary,3700530,Cabarrus County Schools,NC-130,130-337,1885 Odell School Rd,Concord,NC,28027,1885 Odell School Rd,Concord,NC,28027,(704)260-6030,37,35.438535,-80.728023,172,16740,12,37025,1,1,1,3.0,5.0,,,,,0,,0.0,0.0,54.0,116.0,15.0,131.0,1,0,0,0,907.0,37082,37036,370053003384,3708,,1.0,0.1444321940463065,16.796296296296298
2022,370053003407,3703407,Cabarrus Early College of Technology,3700530,Cabarrus County Schools,NC-130,130-349,670 Concord Parkway North,Concord,NC,28027,670 Concord Parkway North,Concord,NC,28027,(704)260-6750,37,35.417999,-80.613023,172,16740,12,37025,3,1,1,9.0,13.0,,,,,0,,0.0,3.0,7.0,60.0,10.0,70.0,0,0,0,1,223.0,37083,37036,370053003407,3708,,1.0,0.31390134529147984,31.857142857142858
2022,370053003482,3703482,West Cabarrus High,3700530,Cabarrus County Schools,NC-130,130-339,4100 Weddington Rd,Concord,NC,28027,4100 Weddington Rd,Concord,NC,28027,(704)260-5970,37,35.40196,-80.647177,172,16740,12,37025,3,1,1,9.0,12.0,,,,,0,,0.0,0.0,87.0,981.0,94.0,1075.0,0,1,0,0,1833.0,37082,37036,370053003482,3708,,1.0,0.5864702673213311,21.06896551724138
2022,370053003518,3703518,Hickory Ridge Elementary,3700530,Cabarrus County Schools,NC-130,130-347,9464 Hickory Ridge Rd,Harrisburg,NC,28075,9464 Hickory Ridge Rd,Harrisburg,NC,28075,(704)260-5950,37,35.285417,-80.626589,172,16740,41,37025,1,1,1,0.0,5.0,,,,,0,,0.0,0.0,64.0,147.0,8.0,155.0,1,0,0,0,1042.0,37067,37036,370053003518,3708,,1.0,0.14875239923224567,16.28125
2022,370053003538,3703538,Cabarrus County Schools Virtual Academy,3700530,Cabarrus County Schools,NC-130,130-356,4511 Weddington Road,Concord,NC,28027,4511 Weddington Road,Concord,NC,28027,(704)260-5970,37,35.390995,-80.650868,172,16740,12,37025,4,1,1,0.0,12.0,,,,,0,,0.0,1.0,18.0,61.0,6.0,67.0,1,1,1,0,232.0,37082,37036,370053003538,3708,,1.0,0.28879310344827586,12.88888888888889
2022,370053003620,3703620,Roberta Road Middle,3700530,Cabarrus County Schools,NC-130,130-357,4850 Roberta Rd,Concord,NC,28027,4850 Roberta Rd,Concord,NC,28027,(704)260-5600,37,35.350129,-80.638427,172,16740,12,37025,2,1,3,6.0,8.0,,,,,0,,0.0,0.0,48.0,496.0,31.0,527.0,0,0,1,0,961.0,37082,37036,370053003620,3708,,1.0,0.5483870967741935,20.020833333333332
2022,370053003632,3703632,Cabarrus Health Sciences Institute,3700530,Cabarrus County Schools,NC-130,130-348,45 Lake Concord Rd,Concord,NC,28025,45 Lake Concord Rd,Concord,NC,28025,(704)260-5600,37,35.434111,-80.60146,172,16740,12,37025,7,1,3,9.0,9.0,,,,,0,,0.0,0.0,4.0,17.0,3.0,20.0,0,1,0,0,60.0,37083,37036,370053003632,3708,,1.0,0.3333333333333333,15.0
2022,370058000221,3700221,Baton Elementary,3700580,Caldwell County Schools,NC-140,140-304,1400 Baton School Road,Granite Falls,NC,28630,1400 Baton School Road,Granite Falls,NC,28630,(828)728-9531,37,35.8088,-81.536,-2,25860,41,37027,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,26.0,226.0,13.0,239.0,1,0,0,0,368.0,37087,37046,370058000221,3711,,1.0,0.6494565217391305,14.153846153846153
2022,370058000222,3700222,Collettsville School,3700580,Caldwell County Schools,NC-140,140-308,4690 Collettsville School Rd,Collettsville,NC,28611,4690 Collettsville School Rd,Collettsville,NC,28611,(828)754-6913,37,35.927,-81.6728,-2,25860,41,37027,1,1,1,-1.0,8.0,,,,,0,,0.0,0.0,21.0,213.0,13.0,226.0,1,0,1,0,334.0,37087,37046,370058000222,3711,,1.0,0.6766467065868264,15.904761904761905
2022,370058000223,3700223,Davenport A+ School,3700580,Caldwell County Schools,NC-140,140-312,901 College Avenue SW,Lenoir,NC,28645,901 College Avenue SW,Lenoir,NC,28645,(828)754-6941,37,35.9118,-81.5393,-2,25860,13,37027,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,32.0,365.0,15.0,380.0,1,0,0,0,464.0,37087,37046,370058000223,3711,,1.0,0.8189655172413793,14.5
